[array([-1.72823237e-05, -9.08284229e-06, -3.91965933e-05]), array([-9.14878376e-06, -3.92209974e-05, -1.71919395e-05]), False]
[array([-1.72875222e-05, -9.08547413e-06, -3.91932212e-05]), array([-9.21770190e-06, -3.92416549e-05, -1.71067047e-05]), False]
[array([-1.72927200e-05, -9.08810566e-06, -3.91898479e-05]), array([-9.28696286e-06, -3.92619348e-05, -1.70214220e-05]), False]
[array([-1.72979173e-05, -9.09073686e-06, -3.91864734e-05]), array([-9.35612868e-06, -3.92819700e-05, -1.69360216e-05]), False]
[array([-1.73031139e-05, -9.09336774e-06, -3.91830977e-05]), array([-9.42519885e-06, -3.93017608e-05, -1.68505034e-05]), False]
[array([-1.73083100e-05, -9.09599830e-06, -3.91797209e-05]), array([-9.49460758e-06, -3.93211715e-05, -1.67649396e-05]), False]
[array([-1.73135054e-05, -9.09862854e-06, -3.91763428e-05]), array([-9.56435330e-06, -3.93402005e-05, -1.66793320e-05]), False]
[array([-1.73187002e-05, -9.10125845e-06, -3.91729636e-05]), array([-9.63443427e-06, -3.93588459e-05, -1.65936819e-05]), False]
[array([-1.73238944e-05, -9.10388803e-06, -3.91695831e-05]), array([-9.70484870e-06, -3.93771061e-05, -1.65079909e-05]), False]
[array([-1.73290880e-05, -9.10651730e-06, -3.91662015e-05]), array([-9.77559492e-06, -3.93949792e-05, -1.64222606e-05]), False]
[array([-1.73342809e-05, -9.10914624e-06, -3.91628187e-05]), array([-9.84667123e-06, -3.94124637e-05, -1.63364925e-05]), False]
[array([-1.73394733e-05, -9.11177486e-06, -3.91594348e-05]), array([-9.91807588e-06, -3.94295576e-05, -1.62506881e-05]), False]
[array([-1.73446651e-05, -9.11440316e-06, -3.91560496e-05]), array([-9.98980713e-06, -3.94462595e-05, -1.61648489e-05]), False]
[array([-1.73498562e-05, -9.11703113e-06, -3.91526632e-05]), array([-1.00618632e-05, -3.94625675e-05, -1.60789763e-05]), False]
[array([-1.73550467e-05, -9.11965878e-06, -3.91492757e-05]), array([-1.01342423e-05, -3.94784801e-05, -1.59930721e-05]), False]
[array([-1.73602366e-05, -9.12228610e-06, -3.91458870e-05]), array([-1.02069428e-05, -3.94939955e-05, -1.59071376e-05]), False]
[array([-1.73654260e-05, -9.12491310e-06, -3.91424971e-05]), array([-1.02799628e-05, -3.95091121e-05, -1.58211745e-05]), False]
[array([-1.73706146e-05, -9.12753978e-06, -3.91391060e-05]), array([-1.03533006e-05, -3.95238282e-05, -1.57351842e-05]), False]
[array([-1.73758027e-05, -9.13016613e-06, -3.91357137e-05]), array([-1.04269544e-05, -3.95381423e-05, -1.56491683e-05]), False]
[array([-1.73809902e-05, -9.13279216e-06, -3.91323202e-05]), array([-1.05009222e-05, -3.95520527e-05, -1.55631282e-05]), False]
[array([-1.73861770e-05, -9.13541786e-06, -3.91289256e-05]), array([-1.05752023e-05, -3.95655578e-05, -1.54770655e-05]), False]
[array([-1.73913633e-05, -9.13804324e-06, -3.91255297e-05]), array([-1.06497929e-05, -3.95786561e-05, -1.53909819e-05]), False]
[array([-1.73965489e-05, -9.14066830e-06, -3.91221327e-05]), array([-1.07246921e-05, -3.95913459e-05, -1.53048787e-05]), False]
[array([-1.74017339e-05, -9.14329303e-06, -3.91187345e-05]), array([-1.07998982e-05, -3.96036256e-05, -1.52187576e-05]), False]
[array([-1.74069183e-05, -9.14591744e-06, -3.91153352e-05]), array([-1.08754092e-05, -3.96154937e-05, -1.51326200e-05]), False]
[array([-1.74121021e-05, -9.14854152e-06, -3.91119346e-05]), array([-1.09512233e-05, -3.96269487e-05, -1.50464674e-05]), False]
[array([-1.74172852e-05, -9.15116528e-06, -3.91085328e-05]), array([-1.10273385e-05, -3.96379891e-05, -1.49603015e-05]), False]
[array([-1.74224678e-05, -9.15378871e-06, -3.91051299e-05]), array([-1.11037529e-05, -3.96486133e-05, -1.48741237e-05]), False]
[array([-1.74276497e-05, -9.15641182e-06, -3.91017258e-05]), array([-1.11804648e-05, -3.96588197e-05, -1.47879354e-05]), False]
[array([-1.74328310e-05, -9.15903460e-06, -3.90983205e-05]), array([-1.12574723e-05, -3.96686070e-05, -1.47017384e-05]), False]
[array([-1.74380117e-05, -9.16165706e-06, -3.90949140e-05]), array([-1.13347734e-05, -3.96779737e-05, -1.46155340e-05]), False]
[array([-1.74431918e-05, -9.16427919e-06, -3.90915063e-05]), array([-1.14123661e-05, -3.96869181e-05, -1.45293238e-05]), False]
[array([-1.74483713e-05, -9.16690100e-06, -3.90880975e-05]), array([-1.14902487e-05, -3.96954390e-05, -1.44431095e-05]), False]
[array([-1.74535502e-05, -9.16952249e-06, -3.90846875e-05]), array([-1.15684190e-05, -3.97035347e-05, -1.43568924e-05]), False]
[array([-1.74587284e-05, -9.17214364e-06, -3.90812762e-05]), array([-1.16468752e-05, -3.97112040e-05, -1.42706742e-05]), False]
[array([-1.74639060e-05, -9.17476448e-06, -3.90778639e-05]), array([-1.17256154e-05, -3.97184454e-05, -1.41844563e-05]), False]
[array([-1.74690830e-05, -9.17738498e-06, -3.90744503e-05]), array([-1.18046375e-05, -3.97252574e-05, -1.40982403e-05]), False]
[array([-1.74742594e-05, -9.18000516e-06, -3.90710355e-05]), array([-1.18839395e-05, -3.97316388e-05, -1.40120276e-05]), False]
[array([-1.74794352e-05, -9.18262502e-06, -3.90676196e-05]), array([-1.19635195e-05, -3.97375880e-05, -1.39258198e-05]), False]
[array([-1.72823237e-05, -9.08284229e-06, -3.91965933e-05]), array([-9.14878376e-06, -3.92209974e-05, -1.71919395e-05]), False]
[array([-1.72875222e-05, -9.08547413e-06, -3.91932212e-05]), array([-9.21770190e-06, -3.92416549e-05, -1.71067047e-05]), False]
[array([-1.72927200e-05, -9.08810566e-06, -3.91898479e-05]), array([-9.28696286e-06, -3.92619348e-05, -1.70214220e-05]), False]
[array([-1.72979173e-05, -9.09073686e-06, -3.91864734e-05]), array([-9.35612868e-06, -3.92819700e-05, -1.69360216e-05]), False]
